file,line,key,locator,claim_context,source_file,assessment
chapter02.tex,458,Saito und Rehmsmeier (2015),S. 4 und 7,"\paragraph{Ergänzende Precision-Recall-Metriken} Neben einzelnen Betriebspunkten kann die Modellleistung über unterschiedliche Klassifikationsschwellen betrachtet werden. Die Precision-Recall-Kurve stellt hierzu Precision und Recall über verschiedene Schwellenwerte gegenüber (vgl. [Saito und Rehmsmeier (2015), S. 4 und 7]). Die Average Precision (AP) fasst diese Rankingperspektive über die Kurve zusammen. Dalton et al. verwenden im PhreshPhish-Benchmark ergänzend eine als Precision bei 90\,\% Recall bezeichnete Kennzahl ($P@R=0{,}90$) (vgl. [Dalton et al. (2026), S. 7]).",saito2015.pdf,"S. 3–4: Verwechslungsmatrix und Metriken; S. 5, 7: Prävalenzabhängigkeit. Eigene AP- und P>=90-Definition zusätzlich am Code präzisiert."
chapter02.tex,461,Dalton et al. (2026),S. 7,"\paragraph{Ergänzende Precision-Recall-Metriken} Neben einzelnen Betriebspunkten kann die Modellleistung über unterschiedliche Klassifikationsschwellen betrachtet werden. Die Precision-Recall-Kurve stellt hierzu Precision und Recall über verschiedene Schwellenwerte gegenüber (vgl. [Saito und Rehmsmeier (2015), S. 4 und 7]). Die Average Precision (AP) fasst diese Rankingperspektive über die Kurve zusammen. Dalton et al. verwenden im PhreshPhish-Benchmark ergänzend eine als Precision bei 90\,\% Recall bezeichnete Kennzahl ($P@R=0{,}90$) (vgl. [Dalton et al. (2026), S. 7]).",dalton2026v2.pdf,"Verbindlich arXiv v2 vom 11.02.2026; URL/HTML und Ähnlichkeiten S. 1–3, Trennverfahren S. 5–6, Prävalenz/Metriken S. 6–8. Kein direkter Benchmark-Sieg aus umgerechneter Prävalenz."
chapter02.tex,465,Saito und Rehmsmeier (2015),S. 5 und 7,"Precision und darauf aufbauende Precision-Recall-Metriken hängen zusätzlich von der Klassenverteilung der Evaluationsmenge ab (vgl. [Saito und Rehmsmeier (2015), S. 5 und 7]). AP und der nachfolgend präzisierte Kennwert $P_{\geq 90}$ werden in der vorliegenden Arbeit daher ergänzend zur Beschreibung der Rankingqualität auf einem festen Evaluationsbestand verwendet. Die zentralen Modell- und Systemvergleiche stützen sich dagegen auf TPR und FPR an den festgelegten Betriebspunkten. Der implementierte Kennwert $P_{\geq 90}$ ist die maximale Precision unter allen empirischen Schwellen mit Recall von mindestens 90\,\%: \[ P_{\geq 90}=\max_{\tau:\,\mathrm{TPR}(\tau)\geq 0{,}90} \mathrm{Precision}(\tau). \] Er bezeichnet somit keine interpolierte Precision bei exakt 90\,\% Recall. AP wird als Summe der Precision-Werte gewichtet mit den jeweiligen Recall-Zuwächsen berechnet; sie entspricht hier keiner trapezförmigen Flächenintegration.",saito2015.pdf,"S. 3–4: Verwechslungsmatrix und Metriken; S. 5, 7: Prävalenzabhängigkeit. Eigene AP- und P>=90-Definition zusätzlich am Code präzisiert."
chapter02.tex,487,Koh et al. (2021),PDF-S. 1,"Eine besondere Herausforderung für die Generalisierung lernbasierter Modelle entsteht, wenn sich die zugrunde liegende Datenverteilung zwischen Training und späterer Evaluation verändert. Koh et al. bezeichnen als Distribution Shift Situationen, in denen sich Trainings- und Testverteilung unterscheiden (vgl. [Koh et al. (2021), PDF-S. 1]). Vereinfacht lässt sich dieser Zusammenhang durch",koh2021.pdf,"PDF-S. 1–3: reale Verteilungsverschiebungen, zeitliche und domänenbezogene Bedingungen; physische Zählung ersetzt ungedruckte Proceedingszahlen."
chapter02.tex,498,Koh et al. (2021),PDF-S. 1--2,"beschreiben, wobei \(X\) die Eingabedaten und \(Y\) die zugehörige Zielklasse bezeichnet. Koh et al. zeigen anhand mehrerer realer Datensätze, dass Modelle unter solchen Out-of-Distribution-Bedingungen deutlich geringere Leistungen als unter vergleichbaren Trainings- und Testbedingungen erreichen können (vgl. [Koh et al. (2021), PDF-S. 1--2]).",koh2021.pdf,"PDF-S. 1–3: reale Verteilungsverschiebungen, zeitliche und domänenbezogene Bedingungen; physische Zählung ersetzt ungedruckte Proceedingszahlen."
chapter02.tex,500,Koh et al. (2021),PDF-S.~1--3,"Zeitliche Veränderungen und zuvor unbeobachtete Domänen bilden mögliche Ursachen von Verteilungsverschiebungen; WILDS berücksichtigt beide Formen in seinen Testbedingungen (vgl. [Koh et al. (2021), PDF-S.~1--3]).",koh2021.pdf,"PDF-S. 1–3: reale Verteilungsverschiebungen, zeitliche und domänenbezogene Bedingungen; physische Zählung ersetzt ungedruckte Proceedingszahlen."
chapter02.tex,509,Reimers und Gurevych (2017),S.~338,"Stochastisches Training kann zwischen Läufen unterschiedliche Ergebnisse erzeugen; Reimers und Gurevych empfehlen deshalb die Bewertung mehrerer Ausführungen anstelle einzelner Ergebniswerte (vgl. [Reimers und Gurevych (2017), S.~338]).",reimers2017.pdf,S. 338: Bewertung stochastischer Modelle über Ergebnisverteilungen statt Einzelwerte.
chapter02.tex,516,Holt und Sullivan (2023),S.~787--788,"\paragraph{Gepaarte Leistungsdifferenzen} Werden zwei Modellvarianten unter korrespondierenden Bedingungen verglichen, können die jeweils zusammengehörigen Beobachtungen paarweise gegenübergestellt werden. Holt und Sullivan bilden hierfür die Differenzen zwischen den Beobachtungspaaren und verwenden deren Mittelwert als Teststatistik (vgl. [Holt und Sullivan (2023), S.~787--788]):",holt2023.pdf,"S. 787–788: Paardifferenzen, Mittelwert, Vorzeichenpermutationen, Symmetrieannahme. Exaktheit nicht mit Voraussetzungslosigkeit gleichgesetzt."
chapter02.tex,525,Holt und Sullivan (2023),S.~787--788,"\begin{center} \footnotesize{Quelle: (vgl. [Holt und Sullivan (2023), S.~787--788]).} \end{center}",holt2023.pdf,"S. 787–788: Paardifferenzen, Mittelwert, Vorzeichenpermutationen, Symmetrieannahme. Exaktheit nicht mit Voraussetzungslosigkeit gleichgesetzt."
chapter02.tex,528,Holt und Sullivan (2023),S.~787--788,"Die Paarbildung erhält die Zuordnung korrespondierender Beobachtungen (vgl. [Holt und Sullivan (2023), S.~787--788]). Differenzen prozentual ausgewiesener Metriken werden in dieser Arbeit in Prozentpunkten berichtet.",holt2023.pdf,"S. 787–788: Paardifferenzen, Mittelwert, Vorzeichenpermutationen, Symmetrieannahme. Exaktheit nicht mit Voraussetzungslosigkeit gleichgesetzt."
chapter02.tex,530,Botsch (2023),S. 15,"\paragraph{Konfidenzintervalle} Konfidenzintervalle ergänzen Punktschätzungen um eine Unsicherheitsangabe, häufig zum Niveau von 95~\% oder 99~\% (vgl. [Botsch (2023), S. 15]). Hier beschreiben 95-\%-Intervalle die Unsicherheit mittlerer Differenzen aus gepaarten Downstream-Wiederholungen; ihre Interpretation setzt die in Kapitel~4 genannten Bedingungen voraus.",botsch2023.pdf,Gedruckte S. 15 (PDF 23): Konfidenzintervalle; bibliografische Daten bei Springer geprüft.
chapter02.tex,532,Raschka (2018),S. 16,"Bootstrap-Resampling zieht wiederholt Stichproben gleicher Größe mit Zurücklegen und berechnet die Leistungsmetrik erneut (vgl. [Raschka (2018), S. 16]). Beim 95-\%-Percentile-Intervall bilden das 2,5-\%- und 97,5-\%-Quantil der Bootstrap-Verteilung die Grenzen (vgl. [Raschka (2018), S. 18]).",raschka2018.pdf,S. 16 und 18: Bootstrap und Percentile-Intervalle; ursprüngliche falsche Seiten 15/17 berichtigt.
chapter02.tex,532,Raschka (2018),S. 18,"Bootstrap-Resampling zieht wiederholt Stichproben gleicher Größe mit Zurücklegen und berechnet die Leistungsmetrik erneut (vgl. [Raschka (2018), S. 16]). Beim 95-\%-Percentile-Intervall bilden das 2,5-\%- und 97,5-\%-Quantil der Bootstrap-Verteilung die Grenzen (vgl. [Raschka (2018), S. 18]).",raschka2018.pdf,S. 16 und 18: Bootstrap und Percentile-Intervalle; ursprüngliche falsche Seiten 15/17 berichtigt.
chapter02.tex,534,Holt und Sullivan (2023),S. 787--788,"\paragraph{Exakter Sign-Flip-Permutationstest} Bei unter der Nullhypothese um null symmetrischen Paardifferenzen lässt sich eine Nullverteilung ihres Mittelwerts durch alle Vorzeichenkombinationen bilden (vgl. [Holt und Sullivan (2023), S. 787--788]).",holt2023.pdf,"S. 787–788: Paardifferenzen, Mittelwert, Vorzeichenpermutationen, Symmetrieannahme. Exaktheit nicht mit Voraussetzungslosigkeit gleichgesetzt."
chapter02.tex,536,Holt und Sullivan (2023),S. 788,"Für $n$ Paare gibt es $2^n$ Vorzeichenkombinationen; der zweiseitige exakte $p$-Wert ist deren Anteil mit einem mindestens so großen absoluten Mittelwert wie beobachtet (vgl. [Holt und Sullivan (2023), S. 788]).",holt2023.pdf,"S. 787–788: Paardifferenzen, Mittelwert, Vorzeichenpermutationen, Symmetrieannahme. Exaktheit nicht mit Voraussetzungslosigkeit gleichgesetzt."
chapter02.tex,538,Dror et al. (2017),S.~471 und 474,"\paragraph{Korrektur multipler Tests} Mit mehreren Hypothesentests kann das Risiko mindestens einer falschen Zurückweisung innerhalb der Testfamilie steigen (vgl. [Dror et al. (2017), S.~471 und 474]).",dror2017.pdf,"S. 471, 474: Multiplikität bei Modellvergleichen; DOI und Metadaten über ACL bestätigt."
chapter02.tex,540,Holm (1979),S.~66--67,"Die Holm-Prozedur sortiert $m$ $p$-Werte aufsteigend und vergleicht sie nacheinander mit $\alpha/(m-i+1)$, bis erstmals keine Zurückweisung erfolgt; dadurch wird die familienbezogene Fehlerwahrscheinlichkeit kontrolliert (vgl. [Holm (1979), S.~66--67]).",holm1979.pdf,S. 66–67: schrittweise Testprozedur und Kontrolle der Familienfehlerwahrscheinlichkeit.
chapter02.tex,550,Reddi et al. (2020),S.~5--6,"Die technische Evaluation berücksichtigt neben der Klassifikationsgüte auch den Inferenzaufwand. Reddi et al. unterscheiden latenzorientierte Szenarien und durchsatzorientierte Batch-Verarbeitung (vgl. [Reddi et al. (2020), S.~5--6]).",reddi2020.pdf,"Autorenfassung S. 5–6: Szenarien, Latenzperzentile und Durchsatz; S. 11: Vergleich. Kein Anspruch eigener MLPerf-Konformität."
chapter02.tex,563,Reddi et al. (2020),S.~5--6,"\item \textbf{95.\ Perzentil der Latenz [ms]:} bezeichnet den Latenzwert, den 95\,\% der beobachteten Inferenzvorgänge nicht überschreiten. Perzentilbasierte Latenzmetriken werden auch in etablierten Inferenzbenchmarks zur Betrachtung langsamerer Bereiche der Laufzeitverteilung eingesetzt (vgl. [Reddi et al. (2020), S.~5--6]).",reddi2020.pdf,"Autorenfassung S. 5–6: Szenarien, Latenzperzentile und Durchsatz; S. 11: Vergleich. Kein Anspruch eigener MLPerf-Konformität."
chapter02.tex,569,Reddi et al. (2020),S.~6,"\item \textbf{Durchsatz [Seiten/s]:} beschreibt die Anzahl der innerhalb eines Zeitraums verarbeiteten Eingaben. Im Offline-Szenario des MLPerf-Inference-Benchmarks wird entsprechend der Durchsatz in Samples pro Sekunde betrachtet (vgl. [Reddi et al. (2020), S.~6]).",reddi2020.pdf,"Autorenfassung S. 5–6: Szenarien, Latenzperzentile und Durchsatz; S. 11: Vergleich. Kein Anspruch eigener MLPerf-Konformität."
chapter02.tex,583,Reddi et al. (2020),S.~11,"Latenz und Durchsatz erfassen unterschiedliche Aspekte der technischen Verarbeitung und sind daher gemeinsam zu betrachten (vgl. [Reddi et al. (2020), S.~11]). Peak-VRAM und Eskalationsrate ergänzen diese Kennzahlen um den Ressourcenbedarf und den Verarbeitungsumfang.",reddi2020.pdf,"Autorenfassung S. 5–6: Szenarien, Latenzperzentile und Durchsatz; S. 11: Vergleich. Kein Anspruch eigener MLPerf-Konformität."
chapter03.tex,11,Maneriker et al. (2021),PDF-S. 1--2,"Ein Forschungsstrang der Phishing-Erkennung untersucht, wie transformerbasierte Repräsentationen bereits vor der gelabelten Zielklassifikation an Web- und insbesondere URL-Daten angepasst werden können. URLTran vergleicht zwei Ansätze: ausschließlich auf URLs vortrainierte und anschließend feinabgestimmte Transformer sowie die direkte Feinabstimmung öffentlich vortrainierter BERT- und RoBERTa-Modelle. Die Evaluation berücksichtigt gezielt Betriebspunkte mit sehr niedrigen False-Positive-Raten (vgl. [Maneriker et al. (2021), PDF-S. 1--2]). PhishBERT wird auf mehr als drei Milliarden ungelabelten URLs vortrainiert und anschließend für die Phishing-Klassifikation weiterverwendet (vgl. [Wang et al. (2023), Abstract, o.\,S.]). Auch urlBERT nutzt mehrere Milliarden URLs und kombiniert mehrere selbstüberwachte Vortrainingsziele; ergänzend wird die Sensitivität gegenüber reduziertem gelabeltem Trainingsumfang untersucht (vgl. [Li et al. (2025), S. 1--2 und 12]).",maneriker2021.pdf,PDF-S. 1–2: URL-Vortraining und direkte Feinabstimmung öffentlicher Encoder als zwei Ansätze; Low-FPR. Früherer Anspruch zusätzlichen TAPTs für alle Modelle korrigiert.
chapter03.tex,13,Wang et al. (2023),"Abstract, o.\,S.","Ein Forschungsstrang der Phishing-Erkennung untersucht, wie transformerbasierte Repräsentationen bereits vor der gelabelten Zielklassifikation an Web- und insbesondere URL-Daten angepasst werden können. URLTran vergleicht zwei Ansätze: ausschließlich auf URLs vortrainierte und anschließend feinabgestimmte Transformer sowie die direkte Feinabstimmung öffentlich vortrainierter BERT- und RoBERTa-Modelle. Die Evaluation berücksichtigt gezielt Betriebspunkte mit sehr niedrigen False-Positive-Raten (vgl. [Maneriker et al. (2021), PDF-S. 1--2]). PhishBERT wird auf mehr als drei Milliarden ungelabelten URLs vortrainiert und anschließend für die Phishing-Klassifikation weiterverwendet (vgl. [Wang et al. (2023), Abstract, o.\,S.]). Auch urlBERT nutzt mehrere Milliarden URLs und kombiniert mehrere selbstüberwachte Vortrainingsziele; ergänzend wird die Sensitivität gegenüber reduziertem gelabeltem Trainingsumfang untersucht (vgl. [Li et al. (2025), S. 1--2 und 12]).",wang2023_web_review.json,"IEEE-Originalabstract: PhishBERT auf mehr als 3 Milliarden ungelabelten URLs, anschließende Feinabstimmung. Konferenzpaper-DOI von Video-/Abstract-DOI unterschieden."
chapter03.tex,16,Li et al. (2025),S. 1--2 und 12,"Ein Forschungsstrang der Phishing-Erkennung untersucht, wie transformerbasierte Repräsentationen bereits vor der gelabelten Zielklassifikation an Web- und insbesondere URL-Daten angepasst werden können. URLTran vergleicht zwei Ansätze: ausschließlich auf URLs vortrainierte und anschließend feinabgestimmte Transformer sowie die direkte Feinabstimmung öffentlich vortrainierter BERT- und RoBERTa-Modelle. Die Evaluation berücksichtigt gezielt Betriebspunkte mit sehr niedrigen False-Positive-Raten (vgl. [Maneriker et al. (2021), PDF-S. 1--2]). PhishBERT wird auf mehr als drei Milliarden ungelabelten URLs vortrainiert und anschließend für die Phishing-Klassifikation weiterverwendet (vgl. [Wang et al. (2023), Abstract, o.\,S.]). Auch urlBERT nutzt mehrere Milliarden URLs und kombiniert mehrere selbstüberwachte Vortrainingsziele; ergänzend wird die Sensitivität gegenüber reduziertem gelabeltem Trainingsumfang untersucht (vgl. [Li et al. (2025), S. 1--2 und 12]).",li2025.pdf,"Autorenfassung arXiv 2402.11495v2, S. 1–2 und 12: urlBERT, mehrere Milliarden URLs und reduzierte Trainingsmengen. Publikationsfassung bibliografisch unterschieden."
chapter03.tex,21,Gui et al. (2024),S. 1,"Neben der domänennäheren Repräsentationsbildung rückt damit die verfügbare gelabelte Downstream-Supervision in den Fokus. Gui et al. führen den Aufwand der Erhebung und Annotation großer gelabelter Datenbestände als eine Motivation für Self-Supervised Learning an (vgl. [Gui et al. (2024), S. 1]). Für spezialisierte URL-Repräsentationen untersuchen Li et al. ergänzend, wie sich die Downstream-Leistung bei reduziertem gelabeltem Trainingsumfang verändert (vgl. [Li et al. (2025), S. 12]).",gui2024.pdf,Paginierte Autorenfassung S. 1: Motivationsgrund Annotation. Falsche gedruckte Fundstelle 9052 ersetzt.
chapter03.tex,23,Li et al. (2025),S. 12,"Neben der domänennäheren Repräsentationsbildung rückt damit die verfügbare gelabelte Downstream-Supervision in den Fokus. Gui et al. führen den Aufwand der Erhebung und Annotation großer gelabelter Datenbestände als eine Motivation für Self-Supervised Learning an (vgl. [Gui et al. (2024), S. 1]). Für spezialisierte URL-Repräsentationen untersuchen Li et al. ergänzend, wie sich die Downstream-Leistung bei reduziertem gelabeltem Trainingsumfang verändert (vgl. [Li et al. (2025), S. 12]).",li2025.pdf,"Autorenfassung arXiv 2402.11495v2, S. 1–2 und 12: urlBERT, mehrere Milliarden URLs und reduzierte Trainingsmengen. Publikationsfassung bibliografisch unterschieden."
chapter03.tex,42,Aljofey et al. (2022),S. 1--2 und 13,"Neben der Repräsentationsbildung unterscheiden sich bestehende Verfahren hinsichtlich der für die Klassifikation verwendeten Webseiteninformationen. Aljofey et al. kombinieren URL-Zeichenfolgen, Hyperlinkinformationen und textuelle HTML-Merkmale und führen diese einem XGBoost-Klassifikator zu (vgl. [Aljofey et al. (2022), S. 1--2 und 13]). Opara et al. verarbeiten URL- und HTML-Informationen dagegen in einem gemeinsamen neuronalen Verfahren (vgl. [Opara et al. (2024), S. 2]). Damit werden URL und HTML-Inhalt als unterschiedliche Informationsquellen derselben Webseite für die Klassifikation nutzbar gemacht.",aljofey2022.pdf,"URL, Hyperlinks und HTML-Text; XGBoost; S. 1–2, 13."
chapter03.tex,44,Opara et al. (2024),S. 2,"Neben der Repräsentationsbildung unterscheiden sich bestehende Verfahren hinsichtlich der für die Klassifikation verwendeten Webseiteninformationen. Aljofey et al. kombinieren URL-Zeichenfolgen, Hyperlinkinformationen und textuelle HTML-Merkmale und führen diese einem XGBoost-Klassifikator zu (vgl. [Aljofey et al. (2022), S. 1--2 und 13]). Opara et al. verarbeiten URL- und HTML-Informationen dagegen in einem gemeinsamen neuronalen Verfahren (vgl. [Opara et al. (2024), S. 2]). Damit werden URL und HTML-Inhalt als unterschiedliche Informationsquellen derselben Webseite für die Klassifikation nutzbar gemacht.",opara2024.pdf,S. 2: gemeinsame Nutzung von URL und HTML im neuronalen Verfahren.
chapter03.tex,50,Yoon et al. (2024),"S. 2, 13 und 15","Über den textuellen HTML-Inhalt hinaus kann auch die Dokumentstruktur berücksichtigt werden. Yoon et al. kombinieren URL-Repräsentationen mit einem graphbasierten HTML-DOM und untersuchen den zusätzlichen Beitrag der strukturellen Information anhand von Ablationen (vgl. [Yoon et al. (2024), S. 2, 13 und 15]). Die bestehende Forschung liefert damit eine Grundlage dafür, adressbezogene, textuelle und strukturelle Informationen innerhalb eines gemeinsamen Klassifikationssystems zu berücksichtigen.",yoon2024.pdf,"S. 2, 6–7, 9, 13, 15: URL-Zeichen/Wörter, DOM-Graph, Strukturablation. Kein Beleg für eigene Architekturparameter erforderlich."
chapter03.tex,66,Liu et al. (2021),"Abstract, o.\,S.","Neben dem Informationsumfang kann auch die Verarbeitungstiefe Bestandteil des Systementwurfs sein. Liu et al. beschreiben ein mehrstufiges Phishing-Erkennungsverfahren und berichten eine Verkürzung der Ausführungszeit bei zugleich verbesserter Erkennung (vgl. [Liu et al. (2021), Abstract, o.\,S.]). Dieses Prinzip bildet den konzeptionellen Bezug für die URL-first-Kaskade der vorliegenden Arbeit. Die URL-Stufe dient dabei als vorgelagerter Entscheidungspfad, während für unsichere Fälle weiterhin das vollständige multimodale System ausgeführt wird.",liu2021_web_review.json,"Verlagsabstract extern eingesehen: mehrstufiges CASE-Modell, kürzere Ausführungszeit und bessere Detektion. Nicht belegte konkrete Stufen entfernt; keine erfundene PDF-Seite."
chapter03.tex,77,Rashid et al. (2024),"Abstract, o.\,S.","Die Aussagekraft eines Phishing-Klassifikators hängt neben der Modellarchitektur auch von der Zusammensetzung der Evaluationsdaten ab. Rashid et al. untersuchen URL-Klassifikatoren über unterschiedliche Datensätze hinweg und berichten deutliche Leistungsunterschiede zwischen datensatzinternen und datensatzübergreifenden Evaluationen (vgl. [Rashid et al. (2024), Abstract, o.\,S.]). Dalton et al. adressieren im PhreshPhish-Benchmark eine verwandte Problematik durch zeitlich getrennte Trainings- und Testdaten sowie eine zusätzliche Reduktion stark ähnlicher Instanzen (vgl. [Dalton et al. (2026), S. 5--6]).",rashid2024_web_review.json,Verlagsabstract extern eingesehen: geringe Übertragbarkeit zwischen Datensätzen und UDA. Nur qualitative Abstract-Aussage beibehalten; keine ungeprüfte Seitenzahl.
chapter03.tex,80,Dalton et al. (2026),S. 5--6,"Die Aussagekraft eines Phishing-Klassifikators hängt neben der Modellarchitektur auch von der Zusammensetzung der Evaluationsdaten ab. Rashid et al. untersuchen URL-Klassifikatoren über unterschiedliche Datensätze hinweg und berichten deutliche Leistungsunterschiede zwischen datensatzinternen und datensatzübergreifenden Evaluationen (vgl. [Rashid et al. (2024), Abstract, o.\,S.]). Dalton et al. adressieren im PhreshPhish-Benchmark eine verwandte Problematik durch zeitlich getrennte Trainings- und Testdaten sowie eine zusätzliche Reduktion stark ähnlicher Instanzen (vgl. [Dalton et al. (2026), S. 5--6]).",dalton2026v2.pdf,"Verbindlich arXiv v2 vom 11.02.2026; URL/HTML und Ähnlichkeiten S. 1–3, Trennverfahren S. 5–6, Prävalenz/Metriken S. 6–8. Kein direkter Benchmark-Sieg aus umgerechneter Prävalenz."
chapter03.tex,91,Maneriker et al. (2021),PDF-S. 1--2,"Eine weitere Evaluationsdimension bildet der Klassifikationsbetriebspunkt. URLTran untersucht seine Modelle gezielt bei niedrigen False-Positive-Raten (vgl. [Maneriker et al. (2021), PDF-S. 1--2]). Auch im operativen Sicherheitsbetrieb werden False-Positive-Raten gemeinsam mit Größen wie Eskalationen und Bearbeitungsaufwand als Qualitätskennzahlen betrachtet (vgl. [ENISA (2020), S. 7]). Die vorliegende Arbeit verwendet daher einen auf einer getrennten Kalibrationsmenge bestimmten Low-FPR-Betriebspunkt, der anschließend unverändert auf die finalen Evaluationsbedingungen übertragen wird.",maneriker2021.pdf,PDF-S. 1–2: URL-Vortraining und direkte Feinabstimmung öffentlicher Encoder als zwei Ansätze; Low-FPR. Früherer Anspruch zusätzlichen TAPTs für alle Modelle korrigiert.
chapter03.tex,94,ENISA (2020),S. 7,"Eine weitere Evaluationsdimension bildet der Klassifikationsbetriebspunkt. URLTran untersucht seine Modelle gezielt bei niedrigen False-Positive-Raten (vgl. [Maneriker et al. (2021), PDF-S. 1--2]). Auch im operativen Sicherheitsbetrieb werden False-Positive-Raten gemeinsam mit Größen wie Eskalationen und Bearbeitungsaufwand als Qualitätskennzahlen betrachtet (vgl. [ENISA (2020), S. 7]). Die vorliegende Arbeit verwendet daher einen auf einer getrennten Kalibrationsmenge bestimmten Low-FPR-Betriebspunkt, der anschließend unverändert auf die finalen Evaluationsbedingungen übertragen wird.",enisa2020soc.pdf,"How to set up CSIRT and SOC, gedruckte S. 7: FPR, Eskalationen und Aufwand als KPIs. Falschen Bericht im Verzeichnis ersetzt."
chapter03.tex,101,Reddi et al. (2020),S. 5--6,"Für die technische Bewertung des Gesamtsystems kommen Ressourcenkennzahlen der Inferenz hinzu. Reddi et al. unterscheiden insbesondere latenz- und durchsatzorientierte Inferenzszenarien (vgl. [Reddi et al. (2020), S. 5--6]). Entsprechend werden neben der Klassifikationsleistung auch Latenz, Durchsatz, GPU-Speicherbedarf und Eskalationsrate betrachtet.",reddi2020.pdf,"Autorenfassung S. 5–6: Szenarien, Latenzperzentile und Durchsatz; S. 11: Vergleich. Kein Anspruch eigener MLPerf-Konformität."
chapter03.tex,146,Maneriker et al. (2021),PDF-S. 1--2,"Selbstüberwachte URL-Repräsentationen (vgl. [Maneriker et al. (2021), PDF-S. 1--2]; [Wang et al. (2023), Abstract, o.\,S.]; [Li et al. (2025), S. 1--2 und 12]) & Zusätzliche task-adaptive Anpassung bereits vortrainierter URL- und HTML-Text-Repräsentationen. & Vergleich von R0, RU, RT und RUT bei konstanten Downstream-Probes. \\[1mm]",maneriker2021.pdf,PDF-S. 1–2: URL-Vortraining und direkte Feinabstimmung öffentlicher Encoder als zwei Ansätze; Low-FPR. Früherer Anspruch zusätzlichen TAPTs für alle Modelle korrigiert.
chapter03.tex,146,Wang et al. (2023),"Abstract, o.\,S.","Selbstüberwachte URL-Repräsentationen (vgl. [Maneriker et al. (2021), PDF-S. 1--2]; [Wang et al. (2023), Abstract, o.\,S.]; [Li et al. (2025), S. 1--2 und 12]) & Zusätzliche task-adaptive Anpassung bereits vortrainierter URL- und HTML-Text-Repräsentationen. & Vergleich von R0, RU, RT und RUT bei konstanten Downstream-Probes. \\[1mm]",wang2023_web_review.json,"IEEE-Originalabstract: PhishBERT auf mehr als 3 Milliarden ungelabelten URLs, anschließende Feinabstimmung. Konferenzpaper-DOI von Video-/Abstract-DOI unterschieden."
chapter03.tex,146,Li et al. (2025),S. 1--2 und 12,"Selbstüberwachte URL-Repräsentationen (vgl. [Maneriker et al. (2021), PDF-S. 1--2]; [Wang et al. (2023), Abstract, o.\,S.]; [Li et al. (2025), S. 1--2 und 12]) & Zusätzliche task-adaptive Anpassung bereits vortrainierter URL- und HTML-Text-Repräsentationen. & Vergleich von R0, RU, RT und RUT bei konstanten Downstream-Probes. \\[1mm]",li2025.pdf,"Autorenfassung arXiv 2402.11495v2, S. 1–2 und 12: urlBERT, mehrere Milliarden URLs und reduzierte Trainingsmengen. Publikationsfassung bibliografisch unterschieden."
chapter03.tex,155,Gui et al. (2024),S. 1,"Nutzung ungelabelter Daten und reduzierte Labelbudgets (vgl. [Gui et al. (2024), S. 1]; [Li et al. (2025), S. 1--2 und 12]) & Verhalten der Repräsentationsvarianten bei unterschiedlicher gelabelter Downstream-Supervision. & Sieben Labelbudgets sowie Bestimmung der kleinsten ausreichenden RUT-Stufe gegenüber vollständig mit 200.000 Labels trainierten Referenzen. \\[1mm]",gui2024.pdf,Paginierte Autorenfassung S. 1: Motivationsgrund Annotation. Falsche gedruckte Fundstelle 9052 ersetzt.
chapter03.tex,155,Li et al. (2025),S. 1--2 und 12,"Nutzung ungelabelter Daten und reduzierte Labelbudgets (vgl. [Gui et al. (2024), S. 1]; [Li et al. (2025), S. 1--2 und 12]) & Verhalten der Repräsentationsvarianten bei unterschiedlicher gelabelter Downstream-Supervision. & Sieben Labelbudgets sowie Bestimmung der kleinsten ausreichenden RUT-Stufe gegenüber vollständig mit 200.000 Labels trainierten Referenzen. \\[1mm]",li2025.pdf,"Autorenfassung arXiv 2402.11495v2, S. 1–2 und 12: urlBERT, mehrere Milliarden URLs und reduzierte Trainingsmengen. Publikationsfassung bibliografisch unterschieden."
chapter03.tex,165,Aljofey et al. (2022),S. 1--2 und 13,"Mehrquellenbasierte Webseitenklassifikation (vgl. [Aljofey et al. (2022), S. 1--2 und 13]; [Opara et al. (2024), S. 2]; [Yoon et al. (2024), S. 2 und 13--15]) & Überführung der ausgewählten Repräsentationsbasis in ein multimodales Klassifikationssystem. & Sequenzielle Erweiterung um HTML-Text, DOM und lernbare Gating-Fusion. \\[1mm]",aljofey2022.pdf,"URL, Hyperlinks und HTML-Text; XGBoost; S. 1–2, 13."
chapter03.tex,165,Opara et al. (2024),S. 2,"Mehrquellenbasierte Webseitenklassifikation (vgl. [Aljofey et al. (2022), S. 1--2 und 13]; [Opara et al. (2024), S. 2]; [Yoon et al. (2024), S. 2 und 13--15]) & Überführung der ausgewählten Repräsentationsbasis in ein multimodales Klassifikationssystem. & Sequenzielle Erweiterung um HTML-Text, DOM und lernbare Gating-Fusion. \\[1mm]",opara2024.pdf,S. 2: gemeinsame Nutzung von URL und HTML im neuronalen Verfahren.
